Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|Q8WXF1|PSPC1_HUMAN	Q8WXF1	PSPC1_HUMAN	PSPC1	523	Homo sapiens	Paraspeckle component 1	1:Experimental evidence at protein level	35.56	1.0000	0.9990	22	21	21	30	29	29	45360968	38713688	45360968	10M(15.9949), 11K(304.2071), 11M(15.9949), 12K(304.2071), 13K(304.2071), 16K(304.2071), 17M(15.9949), 2K(304.2071), 5M(15.9949), 6K(304.2071), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)			1052660.0903	1125675.6680	1323509.1523	3804770.9883	4030113.7422	3334388.0488	1347544.1045	1913737.2334	1384480.1631	2921692.9258	3123979.4531	2384017.6699	94060.6287	50799.4656	0.0000	0.0000
sp|Q8WXF7|ATLA1_HUMAN	Q8WXF7	ATLA1_HUMAN	ATL1	558	Homo sapiens	Atlastin-1	1:Experimental evidence at protein level	27.42	1.0000	0.9990	18	17	18	24	20	24	23002835	23002835	23002835	10K(304.2071), 11K(304.2071), 14K(304.2071), 19K(304.2071), 1K(304.2071), 20K(304.2071), 21K(304.2071), 2K(304.2071), 2M(15.9949), 5C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			659370.3877	812987.5059	845228.6729	4156879.2656	3801147.8125	3844069.3574	953477.2705	1375008.0059	886961.8052	3102479.5352	2873066.1172	2343571.0459	102938.4756	57324.8613	0.0000	0.0000
sp|Q8WXG6|MADD_HUMAN	Q8WXG6	MADD_HUMAN	MADD	1647	Homo sapiens	MAP kinase-activating death domain protein	1:Experimental evidence at protein level	11.35	1.0000	0.9990	17	17	17	21	21	21	25770808	25770808	25770808	10K(304.2071), 11K(304.2071), 12K(304.2071), 14M(15.9949), 1K(304.2071), 20K(304.2071), 23K(304.2071), 2K(304.2071), 5K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			2719336.4805	2959085.8711	3004571.0664	3207562.9570	3217080.8477	2974206.8086	2160121.7695	2798392.7461	2067473.3906	2144636.9102	1958318.8203	1727004.0156	70383.8785	37495.0444	0.0000	0.0000
sp|Q8WXH0|SYNE2_HUMAN	Q8WXH0	SYNE2_HUMAN	SYNE2	6885	Homo sapiens	Nesprin-2	1:Experimental evidence at protein level	5.19	1.0000	0.9990	35	33	35	36	33	36	27822210	27822210	27822210	10C(57.0214), 10K(304.2071), 11K(304.2071), 12K(304.2071), 15C(57.0214), 15K(304.2071), 19K(304.2071), 20K(304.2071), 2K(304.2071), 2M(15.9949), 3C(57.0214), 3M(15.9949), 4K(304.2071), 5M(15.9949), 6C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			1378361.2871	1515104.1982	1687627.0283	5382241.1367	5266145.2969	4835583.8438	1493623.3682	1949659.2510	1538524.7764	4304722.9453	3874390.1328	3261605.5195	104132.8655	38915.6055	0.0000	0.0000
sp|Q8WXI2|CNKR2_HUMAN	Q8WXI2	CNKR2_HUMAN	CNKSR2	1034	Homo sapiens	Connector enhancer of kinase suppressor of ras 2	1:Experimental evidence at protein level	4.35	1.0000	0.9990	4	4	4	5	5	5	5060943	5060943	5060943	18K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)			346493.9180	371361.7031	398473.7656	738705.7578	757595.8828	665621.5703	297947.9609	406269.4570	328125.8711	493805.3594	557047.7734	434489.8633	15836.4338	6851.6624	0.0000	0.0000
sp|Q8WXI9|P66B_HUMAN	Q8WXI9	P66B_HUMAN	GATAD2B	593	Homo sapiens	Transcriptional repressor p66-beta	1:Experimental evidence at protein level	15.85	1.0000	0.9990	7	7	7	7	7	7	2950360	2950360	2950360	10K(304.2071), 12K(304.2071), 17M(15.9949), 3C(57.0214), 6C(57.0214), 6K(304.2071), 7K(304.2071), 7M(15.9949), N-term(304.2071)			226216.7173	254440.8809	236429.2441	736789.7402	799158.2793	808878.4727	257373.2148	268578.7861	242098.8799	461324.4121	482900.6406	354943.1836	10703.0905	2985.2971	0.0000	0.0000
sp|Q8WXS5|CCG8_HUMAN	Q8WXS5	CCG8_HUMAN	CACNG8	425	Homo sapiens	Voltage-dependent calcium channel gamma-8 subunit	2:Experimental evidence at transcript level	9.18	1.0000	0.9990	4	4	4	5	5	5	24747873	24747873	24747873	13K(304.2071), 8K(304.2071), N-term(304.2071)			141858.4688	176630.1680	180920.3652	1072486.8750	1053623.1484	921248.2344	220049.5840	297554.3125	207612.0352	737839.6289	849924.5938	662842.9219	13494.3728	7268.2185	0.0000	0.0000
sp|Q8WXX5|DNJC9_HUMAN	Q8WXX5	DNJC9_HUMAN	DNAJC9	260	Homo sapiens	DnaJ homolog subfamily C member 9	1:Experimental evidence at protein level	15.00	1.0000	0.9990	4	4	4	6	6	6	3899560	3899560	3899560	10M(15.9949), 11M(15.9949), 12K(304.2071), 13K(304.2071), 14K(304.2071), 2K(304.2071), 4M(15.9949), 6K(304.2071), N-term(304.2071)			615509.3203	614417.4180	747599.4297	629742.3828	687839.4766	614927.1484	719810.9531	942130.1875	828409.2891	529258.0156	458381.6250	402338.0742	12755.9646	5044.2090	0.0000	0.0000
sp|Q8WY21|SORC1_HUMAN	Q8WY21	SORC1_HUMAN	SORCS1	1168	Homo sapiens	VPS10 domain-containing receptor SorCS1	1:Experimental evidence at protein level	1.46	1.0000	0.9983	2	1	2	2	1	2	888124	334995	888124	10K(304.2071), 6M(15.9949), 7K(304.2071), N-term(304.2071)			66463.5371	73730.5195	87166.3711	314023.7891	297738.0625	280558.1094	71167.8398	95475.2773	73286.0703	210747.4688	196759.6875	154819.0625	6221.9663	2769.0841	0.0000	0.0000
sp|Q8WY54|PPM1E_HUMAN	Q8WY54	PPM1E_HUMAN	PPM1E	755	Homo sapiens	Protein phosphatase 1E	1:Experimental evidence at protein level	17.22	1.0000	0.9990	11	11	11	12	12	12	9179277	9179277	9179277	12K(304.2071), 13C(57.0214), 14C(57.0214), 15K(304.2071), 18K(304.2071), 1C(57.0214), 20K(304.2071), 3C(57.0214), 3M(15.9949), 8K(304.2071), 8M(15.9949), N-term(304.2071), N-term(42.0106)			1159123.3516	1066433.6133	1250729.8965	1210887.3320	1193711.2168	1120298.3809	1107787.9551	1464279.9258	1117092.8418	949102.2930	810734.5137	688501.4629	29540.4019	18254.6013	0.0000	0.0000
sp|Q8WYA0|IFT81_HUMAN	Q8WYA0	IFT81_HUMAN	IFT81	676	Homo sapiens	Intraflagellar transport protein 81 homolog	1:Experimental evidence at protein level	20.41	1.0000	0.9990	13	13	13	15	15	15	8310448	8310448	8310448	10K(304.2071), 11M(15.9949), 13K(304.2071), 14K(304.2071), 1K(304.2071), 2K(304.2071), 3K(304.2071), 5C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			1602339.6738	1662092.2168	1781218.4531	2154747.0723	2104821.1211	2025867.6309	1885588.2695	2635095.1680	1948654.4141	1731701.6172	1633544.3125	1336828.2656	34349.3757	24942.1208	0.0000	0.0000
sp|Q8WYA6|CTBL1_HUMAN	Q8WYA6	CTBL1_HUMAN	CTNNBL1	563	Homo sapiens	Beta-catenin-like protein 1	1:Experimental evidence at protein level	15.45	1.0000	0.9990	9	9	9	12	12	12	12445826	12445826	12445826	10K(304.2071), 11K(304.2071), 12M(15.9949), 15C(57.0214), 17K(304.2071), 3K(304.2071), 5M(15.9949), 6M(15.9949), 8K(304.2071), N-term(304.2071)			661943.4307	708965.0098	782279.7344	1443701.6660	1386586.0918	1329552.9922	706367.0293	900367.6426	690371.2031	1071956.9473	938273.3613	783257.9219	26373.8145	11776.2843	0.0000	0.0000
sp|Q8WYL5|SSH1_HUMAN	Q8WYL5	SSH1_HUMAN	SSH1	1049	Homo sapiens	Protein phosphatase Slingshot homolog 1	1:Experimental evidence at protein level	5.72	1.0000	0.9990	4	4	4	4	4	4	966922	966922	966922	13K(304.2071), N-term(304.2071)			125180.3828	124367.5879	144057.7383	211085.1641	216938.3438	192269.7617	142831.2305	186846.6289	158835.3906	184881.1562	263598.2344	370227.1680	12132.3159	8239.4688	1358.7205	0.0000
sp|Q8WZ74|CTTB2_HUMAN	Q8WZ74	CTTB2_HUMAN	CTTNBP2	1663	Homo sapiens	Cortactin-binding protein 2	1:Experimental evidence at protein level	1.26	1.0000	0.9990	2	2	2	3	3	3	814314	814314	814314	10K(304.2071), 11K(304.2071), 4M(15.9949), 8M(15.9949), 9K(304.2071), N-term(304.2071)			150562.5586	181484.6055	166693.6094	278097.6719	272045.5781	245782.1953	191029.9297	272995.5625	192237.6289	274708.2969	256346.1875	237237.1172	5422.2511	1801.2572	0.0000	0.0000
sp|Q8WZA0|LZIC_HUMAN	Q8WZA0	LZIC_HUMAN	LZIC	190	Homo sapiens	Protein LZIC	1:Experimental evidence at protein level	16.32	1.0000	0.9990	4	4	4	4	4	4	3506011	3506011	3506011	10K(304.2071), 1K(304.2071), 2K(304.2071), 7K(304.2071), N-term(304.2071)			272442.4570	330317.0938	350894.1758	464388.7031	438093.9531	566619.4062	319431.9844	360292.2070	282278.8359	302747.1680	242035.3203	212408.6016	7722.0381	6018.2418	0.0000	0.0000
sp|Q8WZA2|RPGF4_HUMAN	Q8WZA2	RPGF4_HUMAN	RAPGEF4	1011	Homo sapiens	Rap guanine nucleotide exchange factor 4	1:Experimental evidence at protein level	2.08	1.0000	0.9990	2	2	2	2	2	2	1109767	1109767	1109767	12K(304.2071), N-term(304.2071)			77039.2656	79179.0449	109145.2949	178581.5391	189900.7695	178777.6133	108720.3887	152058.5469	124936.7520	166383.8867	187472.5508	153468.8945	8282.7190	1526.7739	0.0000	0.0000
sp|Q8WZA9|IRGQ_HUMAN	Q8WZA9	IRGQ_HUMAN	IRGQ	623	Homo sapiens	Immunity-related GTPase family Q protein	1:Experimental evidence at protein level	31.78	1.0000	0.9990	15	15	15	24	24	24	88669568	88669568	88669568	10C(57.0214), 10K(304.2071), 12M(15.9949), 13K(304.2071), 13M(15.9949), 15K(304.2071), 16M(15.9949), 19K(304.2071), 1C(57.0214), 1K(304.2071), 20K(304.2071), 21M(15.9949), 22K(304.2071), 25K(304.2071), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			7016557.5879	6897715.2148	6286596.8633	3251817.9688	3324424.9902	3939384.0371	6804980.1445	4309441.5605	6472422.2734	2390582.4512	2076529.2109	1583784.2852	68629.7188	19554.3779	0.0000	0.0000
sp|Q92186|SIA8B_HUMAN	Q92186	SIA8B_HUMAN	ST8SIA2	375	Homo sapiens	Alpha-2,8-sialyltransferase 8B	2:Experimental evidence at transcript level	7.73	1.0000	0.9989	3	3	3	3	3	3	1433641	1433641	1433641	1C(57.0214), 9K(304.2071), N-term(304.2071)			121431.2910	115920.7461	138307.5859	227189.2344	227735.4453	213812.3125	136876.8945	165862.8828	150932.5859	161437.1875	176669.4844	151769.0547	6313.9121	1664.7913	0.0000	0.0000
sp|Q92466|DDB2_HUMAN	Q92466	DDB2_HUMAN	DDB2	427	Homo sapiens	DNA damage-binding protein 2	1:Experimental evidence at protein level	5.85	1.0000	0.9990	2	2	2	2	2	2	1278606	1278606	1278606	11K(304.2071), 7C(57.0214), N-term(304.2071)			309846.2891	311881.9141	351487.3047	629340.2188	636204.2344	564000.8438	259980.0938	321470.9375	257819.5859	367404.6250	338620.1250	271381.5000	9597.2927	5209.7915	0.0000	0.0000
sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	Homo sapiens	ATP-dependent RNA helicase DDX1	1:Experimental evidence at protein level	43.51	1.0000	0.9990	31	31	31	47	47	47	120419114	120419114	120419114	11K(304.2071), 11M(15.9949), 12C(57.0214), 12K(304.2071), 12M(15.9949), 13C(57.0214), 13K(304.2071), 15C(57.0214), 17C(57.0214), 18K(304.2071), 19K(304.2071), 1K(304.2071), 20K(304.2071), 21K(304.2071), 22K(304.2071), 23K(304.2071), 24C(57.0214), 27K(304.2071), 2K(304.2071), 3C(57.0214), 3K(304.2071), 3M(15.9949), 4C(57.0214), 4K(304.2071), 5C(57.0214), 6K(304.2071), 7C(57.0214), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			6022863.5459	6098186.1797	6824083.8457	6855533.1289	6824166.2852	6288555.2422	5655030.2783	7372833.0996	5602117.8379	5045234.3096	4133775.7090	3560898.3545	122105.1866	70896.3114	0.0000	0.0000
sp|Q92504|S39A7_HUMAN	Q92504	S39A7_HUMAN	SLC39A7	469	Homo sapiens	Zinc transporter SLC39A7	1:Experimental evidence at protein level	7.46	1.0000	0.9990	5	5	5	9	9	9	40192523	40192523	40192523	10K(304.2071), 13K(304.2071), 20K(304.2071), 2K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)			128183.6426	166412.8296	188501.9365	971339.2344	1110243.8281	895404.6973	191549.8066	279921.2432	222984.1621	830918.5723	1005927.0156	782659.7656	24851.7032	14571.1204	0.0000	0.0000
sp|Q92506|DHB8_HUMAN	Q92506	DHB8_HUMAN	HSD17B8	261	Homo sapiens	(3R)-3-hydroxyacyl-CoA dehydrogenase	1:Experimental evidence at protein level	26.82	1.0000	0.9990	6	6	6	8	8	8	9559849	9559849	9559849	11C(57.0214), 13K(304.2071), 8K(304.2071), N-term(304.2071)			224117.9365	263401.2109	314256.6699	1263845.1094	1359601.2539	1233028.0508	320591.3867	418662.4902	360401.6016	1106956.5312	1294793.3359	939570.3047	37150.4392	15208.2847	0.0000	0.0000
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens	Protein FAM3C	1:Experimental evidence at protein level	26.43	1.0000	0.9990	6	6	6	9	9	9	4468548	4468548	4468548	10K(304.2071), 12K(304.2071), 13K(304.2071), 2C(57.0214), 6C(57.0214), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)			327984.3623	354731.0635	393229.3389	1609441.6016	1671223.2344	1779071.3906	378141.1191	452514.9980	346766.4209	1038589.6094	1103239.0742	710483.0117	24580.0303	8185.0648	0.0000	0.0000
sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	Homo sapiens	Histone H1.10	1:Experimental evidence at protein level	78.87	1.0000	0.9990	30	30	30	43	43	43	182903974	182903974	182903974	10K(304.2071), 11K(304.2071), 12K(304.2071), 15K(304.2071), 16K(304.2071), 16M(15.9949), 18K(304.2071), 19K(304.2071), 1K(304.2071), 2K(304.2071), 3K(304.2071), 4K(304.2071), 5K(304.2071), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)			15766124.3154	11237341.1719	16887914.1973	14394416.2012	28288212.3359	19499287.0078	6712801.3037	7223197.6543	7059631.3086	9461842.8789	4944792.1025	4115813.0840	145452.2101	47823.2336	0.0000	0.0000
sp|Q92529|SHC3_HUMAN	Q92529	SHC3_HUMAN	SHC3	594	Homo sapiens	SHC-transforming protein 3	1:Experimental evidence at protein level	13.64	1.0000	0.9990	7	7	7	7	7	7	6788186	6788186	6788186	10K(304.2071), 13K(304.2071), 19K(304.2071), 2C(57.0214), 4C(57.0214), 6C(57.0214), 9K(304.2071), N-term(304.2071)			595983.6328	636601.6992	635571.0391	729323.1914	755855.3867	685702.1172	492366.1719	665580.7344	490397.0000	455720.0547	459942.1562	370503.3301	13177.0952	4914.9470	0.0000	0.0000
sp|Q92530|PSMF1_HUMAN	Q92530	PSMF1_HUMAN	PSMF1	271	Homo sapiens	Proteasome inhibitor PI31 subunit	1:Experimental evidence at protein level	17.34	1.0000	0.9990	3	3	3	5	5	5	2344130	2344130	2344130	15K(304.2071), 3K(304.2071), N-term(304.2071)			348607.1621	355944.3867	420050.9258	376591.8125	387027.0703	338010.7832	420366.3164	582942.5898	487959.9922	300268.5508	292292.5156	248517.2012	6787.6218	4278.6080	0.0000	0.0000
sp|Q92538|GBF1_HUMAN	Q92538	GBF1_HUMAN	GBF1	1859	Homo sapiens	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1:Experimental evidence at protein level	8.77	1.0000	0.9990	19	19	19	25	25	25	22709601	22709601	22709601	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 1C(57.0214), 1K(304.2071), 3C(57.0214), 3K(304.2071), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6M(15.9949), 7C(57.0214), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2826207.9668	3004278.4502	3298861.3730	3272860.1250	3290788.6709	3078675.8213	3299858.8594	4370174.5781	3619627.2793	2684812.4766	2312164.0947	2040941.5039	62527.4038	35936.7336	0.0000	0.0000
sp|Q92539|LPIN2_HUMAN	Q92539	LPIN2_HUMAN	LPIN2	896	Homo sapiens	Phosphatidate phosphatase LPIN2	1:Experimental evidence at protein level	5.13	1.0000	0.9990	3	2	2	3	2	2	3683137	2444911	3683137	29K(304.2071), 8K(304.2071), N-term(304.2071)			142933.4609	315599.3984	173340.8906	197215.5391	194771.9531	193437.5547	189404.3672	247952.0625	196685.6406	179578.3672	167765.0234	139841.9492	4196.6296	2637.1055	0.0000	0.0000
sp|Q92540|SMG7_HUMAN	Q92540	SMG7_HUMAN	SMG7	1137	Homo sapiens	Nonsense-mediated mRNA decay factor SMG7	1:Experimental evidence at protein level	7.12	1.0000	0.9990	8	8	8	9	9	9	4970978	4970978	4970978	10K(304.2071), 11K(304.2071), 3M(15.9949), 4C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)			468881.7246	506928.0645	529382.5879	798500.5312	789814.3945	729462.8203	481427.3262	629306.9531	486766.8301	615152.1953	573378.8359	510062.4492	9889.1635	2726.7178	0.0000	0.0000
sp|Q92541|RTF1_HUMAN	Q92541	RTF1_HUMAN	RTF1	710	Homo sapiens	RNA polymerase-associated protein RTF1 homolog	1:Experimental evidence at protein level	30.28	1.0000	0.9990	27	27	27	36	36	36	22403374	22403374	22403374	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 15K(304.2071), 1K(304.2071), 2K(304.2071), 2M(15.9949), 4K(304.2071), 4M(15.9949), 5C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)			4031706.0996	4165820.6523	4585853.0898	4908224.8359	4951485.4492	4410416.9805	3801356.2910	4933486.9180	3921173.0332	3603980.0781	3155978.0898	2837408.3027	99671.7289	60017.2554	0.0000	0.0000
sp|Q92542|NICA_HUMAN	Q92542	NICA_HUMAN	NCSTN	709	Homo sapiens	Nicastrin	1:Experimental evidence at protein level	6.77	1.0000	0.9990	6	6	6	6	6	6	12295150	12295150	12295150	14K(304.2071), 3C(57.0214), 5M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)			109413.0254	118053.9648	138697.4219	614107.1094	585437.1094	600099.7188	146843.4941	193035.9766	142572.0469	527292.9375	519119.1016	385920.6914	12361.7056	7039.7389	0.0000	0.0000
sp|Q92544|TM9S4_HUMAN	Q92544	TM9S4_HUMAN	TM9SF4	642	Homo sapiens	Transmembrane 9 superfamily member 4	1:Experimental evidence at protein level	10.90	1.0000	0.9990	8	8	8	8	8	8	11044583	11044583	11044583	10K(304.2071), 11K(304.2071), 1C(57.0214), 1K(304.2071), 2C(57.0214), 5C(57.0214), 5K(304.2071), 6C(57.0214), 6K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			165363.1719	185354.2266	209403.8652	1002236.0312	945523.2734	933071.1797	218107.4961	294745.0938	216941.5176	817425.3477	755564.6445	623857.3789	17874.2329	9104.3479	0.0000	0.0000
sp|Q92545|TM131_HUMAN	Q92545	TM131_HUMAN	TMEM131	1883	Homo sapiens	Transmembrane protein 131	1:Experimental evidence at protein level	1.17	1.0000	0.9990	2	2	2	3	3	3	16456452	16456452	16456452	13K(304.2071), N-term(304.2071)			99438.9468	91658.3550	108264.1626	368510.0664	378870.4102	314499.4023	125959.1055	181852.3936	151265.5791	328741.0938	383703.4102	288097.3867	12884.9219	5951.0029	0.0000	0.0000
sp|Q92551|IP6K1_HUMAN	Q92551	IP6K1_HUMAN	IP6K1	441	Homo sapiens	Inositol hexakisphosphate kinase 1	1:Experimental evidence at protein level	15.87	1.0000	0.9990	8	8	8	9	9	9	2868348	2868348	2868348	10K(304.2071), 15K(304.2071), 1C(57.0214), 1K(304.2071), 2C(57.0214), 3C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			446663.0449	435043.7393	494519.3652	591143.4512	585921.1191	555566.0547	475196.0957	622290.1094	491066.8594	456809.4248	425282.5918	373038.3809	13374.1583	1133.3531	0.0000	0.0000
sp|Q92552|RT27_HUMAN	Q92552	RT27_HUMAN	MRPS27	414	Homo sapiens	28S ribosomal protein S27, mitochondrial	1:Experimental evidence at protein level	7.49	1.0000	0.9990	4	4	4	4	4	4	20301135	20301135	20301135	11K(304.2071), 20K(304.2071), 4K(304.2071), 7K(304.2071), N-term(304.2071)			74230.1255	88191.0254	107014.9971	1172227.2148	1335414.8281	1184912.1641	147163.1475	179495.3535	112234.9028	978430.9023	976710.3750	759454.7578	27857.8018	16578.4238	0.0000	0.0000
sp|Q92556|ELMO1_HUMAN	Q92556	ELMO1_HUMAN	ELMO1	727	Homo sapiens	Engulfment and cell motility protein 1	1:Experimental evidence at protein level	7.84	1.0000	0.9990	6	3	3	7	4	4	15618673	2829143	15618673	6M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)			192194.4961	218499.9531	245202.4414	447506.8164	426490.6875	419340.7578	298219.0859	367411.8828	303933.0742	352221.6250	324494.4336	264155.0430	17071.2856	7405.3542	0.0000	0.0000
sp|Q92558|WASF1_HUMAN	Q92558	WASF1_HUMAN	WASF1	559	Homo sapiens	Actin-binding protein WASF1	1:Experimental evidence at protein level	15.56	1.0000	0.9990	8	7	7	8	7	7	13944620	12408949	13944620	10K(304.2071), 11K(304.2071), 17K(304.2071), 1K(304.2071), 3C(57.0214), N-term(304.2071)			585537.9395	601250.9824	595781.4688	813586.6934	803009.0469	802992.0605	634293.5625	788108.8477	660119.3008	675807.7305	631871.4492	515061.6797	18207.7166	3303.7997	0.0000	0.0000
sp|Q92561|PHYIP_HUMAN	Q92561	PHYIP_HUMAN	PHYHIP	330	Homo sapiens	Phytanoyl-CoA hydroxylase-interacting protein	1:Experimental evidence at protein level	10.91	1.0000	0.9990	4	2	2	6	2	2	61131207	580303	61131207	12K(304.2071), 9K(304.2071), N-term(304.2071)			203163.4766	205595.7734	246424.1094	236254.5547	210702.6719	211091.3672	175354.3047	214348.3203	161288.4766	161652.1406	122328.6602	100236.6719	5910.0498	1766.3048	0.0000	0.0000
sp|Q92562|FIG4_HUMAN	Q92562	FIG4_HUMAN	FIG4	907	Homo sapiens	Polyphosphoinositide phosphatase	1:Experimental evidence at protein level	6.95	1.0000	0.9990	8	8	8	8	8	8	8029172	8029172	8029172	1C(57.0214), 1K(304.2071), 3C(57.0214), 3K(304.2071), 3M(15.9949), 6C(57.0214), 7K(304.2071), 9C(57.0214), N-term(304.2071)			533211.3359	553001.3984	595649.2109	652519.5215	668718.0293	629356.3867	595826.3281	786304.2109	589506.3438	495032.1992	454791.2168	402101.0312	12662.6929	6544.1907	0.0000	0.0000
sp|Q92563|TICN2_HUMAN	Q92563	TICN2_HUMAN	SPOCK2	424	Homo sapiens	Testican-2	1:Experimental evidence at protein level	16.51	1.0000	0.9990	8	8	8	8	8	8	12655033	12655033	12655033	10K(304.2071), 11K(304.2071), 1K(304.2071), 2C(57.0214), 2K(304.2071), 4C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)			441861.0898	461775.7168	527954.7109	1309693.3555	1240139.7305	1186783.7070	320580.9746	433162.0078	334830.2969	969465.1250	960797.8477	705687.1797	20126.4592	6053.2871	0.0000	0.0000
sp|Q92572|AP3S1_HUMAN	Q92572	AP3S1_HUMAN	AP3S1	193	Homo sapiens	AP-3 complex subunit sigma-1	1:Experimental evidence at protein level	23.32	1.0000	0.9990	4	4	4	4	4	4	13083155	13083155	13083155	10K(304.2071), N-term(304.2071)			332073.9258	376815.0156	395666.8750	719454.9062	678277.6016	676155.8750	383748.9766	511487.9375	359232.9453	536841.8672	446521.1328	341104.0469	13837.9792	4433.7148	0.0000	0.0000
sp|Q92574|TSC1_HUMAN	Q92574	TSC1_HUMAN	TSC1	1164	Homo sapiens	Hamartin	1:Experimental evidence at protein level	16.58	1.0000	0.9990	15	15	15	17	17	17	29821756	29821756	29821756	10C(57.0214), 11K(304.2071), 11M(15.9949), 12K(304.2071), 14M(15.9949), 16K(304.2071), 17K(304.2071), 21K(304.2071), 9K(304.2071), N-term(304.2071)			1116939.5283	1264008.5488	1271798.0312	1578196.8203	1549539.0977	1458881.9922	1197222.7734	1576669.0059	1282644.0664	1192336.3320	1116834.8438	982777.6543	29079.9836	14070.7651	0.0000	0.0000
sp|Q92575|UBXN4_HUMAN	Q92575	UBXN4_HUMAN	UBXN4	508	Homo sapiens	UBX domain-containing protein 4	1:Experimental evidence at protein level	16.54	1.0000	0.9990	8	8	8	14	14	14	22668366	22668366	22668366	14K(304.2071), 1K(304.2071), 2K(304.2071), 3K(304.2071), 5K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			303223.8511	377290.4053	420522.5405	2834113.7070	3064673.7422	2597854.6172	428100.6162	664045.4922	480611.5322	2674788.3320	3019708.0469	2166943.4961	51264.7332	11204.3181	0.0000	0.0000
