Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|Q7Z739|YTHD3_HUMAN	Q7Z739	YTHD3_HUMAN	YTHDF3	585	false	false	Homo sapiens	YTH domain-containing family protein 3	1:Experimental evidence at protein level	15.56	1.0000	0.9990	0.00000000000000	9	2	2	11	3	3	14484205	2408231	14484205	16K(304.2072), 8K(304.2072), N-term(304.2072)			245897.2930	162323.2393	292615.5039	252997.0879	307499.8848	260567.7090	202424.2891	180673.3994	209208.3809	260667.8438	247252.8027	258353.8535	6403.1340	6857.3154	0.0000	0.0000
sp|Q7Z7E8|UB2Q1_HUMAN	Q7Z7E8	UB2Q1_HUMAN	UBE2Q1	422	false	false	Homo sapiens	Ubiquitin-conjugating enzyme E2 Q1	1:Experimental evidence at protein level	14.69	1.0000	0.9990	0.00000000000000	7	6	7	7	6	7	2899246	2582246	2899246	16K(304.2072), 6C(57.0215), 7K(304.2072), 8K(304.2072), N-term(304.2072)			267578.7383	232092.8203	384842.9023	390309.8086	401938.8086	406440.4805	206244.2891	218109.3809	233513.4922	226591.0508	197429.0996	229216.3496	4057.2736	1559.1583	0.0000	0.0000
sp|Q7Z7H5|TMED4_HUMAN	Q7Z7H5	TMED4_HUMAN	TMED4	227	false	false	Homo sapiens	Transmembrane emp24 domain-containing protein 4	1:Experimental evidence at protein level	36.56	1.0000	0.9990	0.00000000000000	8	6	8	14	10	14	26377467	26377467	26377467	11K(304.2072), 11M(15.9949), 12M(15.9949), 17K(304.2072), 1C(57.0215), 22K(304.2072), 2K(304.2072), 8K(304.2072), N-term(304.2072)			336069.1182	266797.0356	478844.4043	503005.7849	497612.8982	459387.4634	1614249.7793	1406379.8516	1697644.4102	1859417.4375	1690674.0078	1451692.1338	38687.8507	17954.9730	0.0000	0.0000
sp|Q7Z7H8|RM10_HUMAN	Q7Z7H8	RM10_HUMAN	MRPL10	261	false	false	Homo sapiens	39S ribosomal protein L10, mitochondrial	1:Experimental evidence at protein level	21.84	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	3602702	3602702	3602702	11C(57.0215), 11K(304.2072), 2K(304.2072), 6M(15.9949), 8K(304.2072), N-term(304.2072)			116062.7998	93456.5732	143791.5308	84944.3679	89776.2456	92282.8428	299197.6270	382391.6465	438861.9805	294469.3516	279307.8945	265041.6777	4605.9443	0.0000	0.0000	0.0000
sp|Q7Z7K6|CENPV_HUMAN	Q7Z7K6	CENPV_HUMAN	CENPV	275	false	false	Homo sapiens	Centromere protein V	1:Experimental evidence at protein level	26.55	1.0000	0.9990	0.00000000000000	7	6	7	8	6	8	3944993	3944993	3944993	10K(304.2072), 12C(57.0215), 1C(57.0215), 2K(304.2072), 5C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 8K(304.2072), N-term(304.2072)			257300.8145	219101.9082	325004.6895	183108.9902	191174.4697	194946.3271	528700.8125	532916.1602	598807.6602	356881.7793	329436.0605	289020.3418	6644.2739	1743.3264	0.0000	0.0000
sp|Q7Z7L7|ZER1_HUMAN	Q7Z7L7	ZER1_HUMAN	ZER1	766	false	false	Homo sapiens	Protein zer-1 homolog	1:Experimental evidence at protein level	4.05	1.0000	0.9988	0.00051912095518	4	4	4	5	5	5	10404339	10404339	10404339	8K(304.2072), N-term(304.2072)			91174.8203	64979.5215	127922.5469	106563.7344	101960.0957	99681.6035	78176.7256	83178.3809	87261.5371	79088.2646	79109.1328	75439.3242	1926.0641	0.0000	0.0000	0.0000
sp|Q7Z7M0|MEGF8_HUMAN	Q7Z7M0	MEGF8_HUMAN	MEGF8	2845	false	false	Homo sapiens	Multiple epidermal growth factor-like domains protein 8	1:Experimental evidence at protein level	5.45	1.0000	0.9990	0.00000000000000	15	15	15	17	17	17	9006275	9006275	9006275	11M(15.9949), 1C(57.0215), 2C(57.0215), 2M(15.9949), 3C(57.0215), 4M(15.9949), 5C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 8C(57.0215), 9K(304.2072), N-term(304.2072)			242674.3467	202421.6797	317119.5703	212752.8447	229534.9150	211381.0842	850610.3545	992100.0020	1133195.1543	875324.7188	848758.8711	807740.6621	17400.9552	7618.3142	0.0000	0.0000
sp|Q86SE5|RALYL_HUMAN	Q86SE5	RALYL_HUMAN	RALYL	291	false	false	Homo sapiens	RNA-binding Raly-like protein	1:Experimental evidence at protein level	26.12	1.0000	0.9990	0.00000000000000	10	8	8	13	10	10	23787926	8113569	23787926	10K(304.2072), 13K(304.2072), 2K(304.2072), 9K(304.2072), N-term(304.2072)			446898.7109	370987.1055	509513.2109	133095.7915	152683.0728	130801.2588	571979.1230	662188.1387	661814.7402	288349.0234	288959.9727	294094.6895	1503.8447	1531.8997	0.0000	0.0000
sp|Q86SF2|GALT7_HUMAN	Q86SF2	GALT7_HUMAN	GALNT7	657	false	false	Homo sapiens	N-acetylgalactosaminyltransferase 7	1:Experimental evidence at protein level	6.85	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2816717	2816717	2816717	11C(57.0215), 12C(57.0215), 16K(304.2072), 8K(304.2072), N-term(304.2072)			68492.2495	63441.8911	116125.8574	64345.4209	67364.4888	63948.4424	229681.4609	251628.2969	303369.8672	232031.7734	232358.0625	229251.3789	4329.8324	2117.2588	0.0000	0.0000
sp|Q86SK9|SCD5_HUMAN	Q86SK9	SCD5_HUMAN	SCD5	330	false	false	Homo sapiens	Stearoyl-CoA desaturase 5	1:Experimental evidence at protein level	22.12	1.0000	0.9990	0.00000000000000	8	8	8	9	9	9	13002632	13002632	13002632	13C(57.0215), 16K(304.2072), 1K(304.2072), 3K(304.2072), 4C(57.0215), 7K(304.2072), 9K(304.2072), N-term(304.2072)			278392.5576	222631.5566	383452.9146	232945.4370	233074.1382	227837.9968	778291.1172	924158.1914	1074662.6836	1307273.3516	1252187.2891	1141794.6738	34614.9075	14958.7246	0.0000	0.0000
sp|Q86T03|PP4P1_HUMAN	Q86T03	PP4P1_HUMAN	PIP4P1	277	false	false	Homo sapiens	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	1:Experimental evidence at protein level	31.05	1.0000	0.9990	0.00000000000000	8	7	8	11	9	11	12369100	12369100	12369100	10K(304.2072), 11K(304.2072), 19M(15.9949), 1C(57.0215), 2C(57.0215), 3C(57.0215), 4C(57.0215), 5C(57.0215), 6C(57.0215), 6K(304.2072), 7K(304.2072), 8C(57.0215), 9C(57.0215), 9K(304.2072), N-term(304.2072)			274530.2842	213771.7178	396980.3711	253484.5425	267548.6611	272523.8066	909068.1719	826475.3047	961800.5430	933870.5234	902807.0195	928118.9258	28264.9435	12165.7391	0.0000	0.0000
sp|Q86TB9|PATL1_HUMAN	Q86TB9	PATL1_HUMAN	PATL1	770	false	false	Homo sapiens	Protein PAT1 homolog 1	1:Experimental evidence at protein level	4.94	1.0000	0.9987	0.00051912095518	4	4	4	4	4	4	4929899	4929899	4929899	2C(57.0215), 4M(15.9949), 7K(304.2072), N-term(304.2072)			61714.3184	49785.8672	84831.1133	51673.7930	61851.6816	63142.8887	45879.6680	53633.1016	57948.6289	78186.6523	67216.9609	78304.5742	0.0000	0.0000	0.0000	0.0000
sp|Q86TG7|PEG10_HUMAN	Q86TG7	PEG10_HUMAN	PEG10	708	false	false	Homo sapiens	Retrotransposon-derived protein PEG10	1:Experimental evidence at protein level	9.04	1.0000	0.9990	0.00000000000000	9	9	9	10	10	10	8810163	8810163	8810163	14K(304.2072), 2C(57.0215), 6K(304.2072), 7M(15.9949), 8M(15.9949), N-term(304.2072)			378424.8242	318468.5820	544761.2617	599032.0215	669291.8125	695671.4785	296862.7344	321946.0908	336312.7822	521348.7910	426740.8984	487460.4199	13751.6870	14175.4465	0.0000	0.0000
sp|Q86TI2|DPP9_HUMAN	Q86TI2	DPP9_HUMAN	DPP9	863	false	false	Homo sapiens	Dipeptidyl peptidase 9	1:Experimental evidence at protein level	10.54	1.0000	0.9990	0.00000000000000	10	10	10	11	11	11	4135054	4135054	4135054	10K(304.2072), 11K(304.2072), 12K(304.2072), 3K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			319754.5137	275240.3555	450823.4492	521775.9785	497968.1836	540183.8945	253009.9180	264737.5244	282726.5420	341144.3516	283000.1621	332975.1738	7997.9850	0.0000	0.0000	0.0000
sp|Q86TM6|SYVN1_HUMAN	Q86TM6	SYVN1_HUMAN	SYVN1	617	false	false	Homo sapiens	E3 ubiquitin-protein ligase synoviolin	1:Experimental evidence at protein level	6.97	1.0000	0.9990	0.00000000000000	6	6	6	8	8	8	11283433	11283433	11283433	3K(304.2072), 3M(15.9949), 4C(57.0215), 4M(15.9949), 7C(57.0215), 8K(304.2072), N-term(304.2072)			145516.7070	122998.3604	210539.0303	167343.3887	177397.4351	167498.0413	486823.7188	542011.8945	625105.9297	604975.1729	564716.6895	575383.3916	14035.1858	9015.1538	0.0000	0.0000
sp|Q86TP1|PRUN1_HUMAN	Q86TP1	PRUN1_HUMAN	PRUNE1	453	false	false	Homo sapiens	Exopolyphosphatase PRUNE1	1:Experimental evidence at protein level	15.01	1.0000	0.9990	0.00000000000000	7	7	7	10	10	10	6218170	6218170	6218170	10K(304.2072), 11M(15.9949), 13M(15.9949), 2K(304.2072), 5K(304.2072), N-term(304.2072)			421511.7832	355823.5605	602292.1719	502331.5508	522816.6875	497815.8633	351449.9678	386892.3154	397200.8965	389574.0625	352808.0078	396162.0098	10757.4812	11953.1993	0.0000	0.0000
sp|Q86TU7|SETD3_HUMAN	Q86TU7	SETD3_HUMAN	SETD3	594	false	false	Homo sapiens	Actin-histidine N-methyltransferase	1:Experimental evidence at protein level	17.34	1.0000	0.9990	0.00000000000000	9	9	9	9	9	9	4263554	4263554	4263554	11K(304.2072), 12K(304.2072), 9K(304.2072), N-term(304.2072)			226786.6777	178336.3760	294842.3125	501603.0234	576618.2188	491015.7988	241298.2129	240375.4644	242261.7993	317045.9492	290362.8818	344749.8184	0.0000	1730.1469	0.0000	0.0000
sp|Q86TV6|TTC7B_HUMAN	Q86TV6	TTC7B_HUMAN	TTC7B	843	false	false	Homo sapiens	Tetratricopeptide repeat protein 7B	1:Experimental evidence at protein level	8.78	1.0000	0.9990	0.00000000000000	8	8	8	10	10	10	14966792	14966792	14966792	10K(304.2072), 14K(304.2072), 2K(304.2072), 7C(57.0215), 8K(304.2072), 9C(57.0215), 9K(304.2072), N-term(304.2072)			148002.1621	121893.4604	183762.5654	144145.3696	154127.7002	159071.9751	455471.2090	549961.4043	590902.2832	466285.2949	485851.2227	509571.6328	5480.9990	3462.7119	0.0000	0.0000
sp|Q86TW2|ADCK1_HUMAN	Q86TW2	ADCK1_HUMAN	ADCK1	530	false	false	Homo sapiens	AarF domain-containing protein kinase 1	1:Experimental evidence at protein level	4.91	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	411346	411346	411346	11M(15.9949), N-term(304.2072)			12956.2236	13536.8613	21343.6978	16163.4614	16887.7368	13463.2673	53655.8613	59818.5547	66564.9863	43245.3301	33152.4150	40059.4766	0.0000	0.0000	0.0000	0.0000
sp|Q86TX2|ACOT1_HUMAN	Q86TX2	ACOT1_HUMAN	ACOT1	421	false	false	Homo sapiens	Acyl-coenzyme A thioesterase 1	1:Experimental evidence at protein level	18.05	1.0000	0.9990	0.00000000000000	7	0	7	8	0	8	5273364	     0	5273364	11K(304.2072), N-term(304.2072)			176560.0391	164224.2881	269802.7695	170969.1523	172646.9717	184385.8076	225013.6816	269334.2539	305477.6016	240288.6309	207752.2070	217156.8535	6258.7175	1422.8489	0.0000	0.0000
sp|Q86U38|NOP9_HUMAN	Q86U38	NOP9_HUMAN	NOP9	636	false	false	Homo sapiens	Nucleolar protein 9	1:Experimental evidence at protein level	4.56	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1477797	1477797	1477797	7K(304.2072), 9K(304.2072), N-term(304.2072)			94277.0293	77287.3457	119987.1191	125036.7070	137609.3906	130489.7891	99204.0742	106628.6230	117913.2598	157441.3594	142480.0137	148627.6699	1988.3225	0.0000	0.0000	0.0000
sp|Q86U42|PABP2_HUMAN	Q86U42	PABP2_HUMAN	PABPN1	306	false	false	Homo sapiens	Polyadenylate-binding protein 2	1:Experimental evidence at protein level	14.38	1.0000	0.9990	0.00000000000000	6	5	6	11	8	11	14039218	8323655	14039218	10K(304.2072), 18K(304.2072), 2M(15.9949), 5C(57.0215), 7K(304.2072), 8K(304.2072), N-term(304.2072)			520571.0654	412352.5391	742792.4160	468096.5449	521667.3535	491452.0000	598739.4307	577348.5225	677362.4072	554820.1777	508480.9023	443564.5498	13564.6226	4764.2612	0.0000	0.0000
sp|Q86U44|MTA70_HUMAN	Q86U44	MTA70_HUMAN	METTL3	580	false	false	Homo sapiens	N6-adenosine-methyltransferase catalytic subunit	1:Experimental evidence at protein level	18.10	1.0000	0.9990	0.00000000000000	9	9	9	11	11	11	1860276	1860276	1860276	10K(304.2072), 12K(304.2072), 14K(304.2072), 1K(304.2072), 3C(57.0215), 7C(57.0215), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			174088.4248	134562.7480	223089.1279	426270.1836	529215.3535	466681.3301	133079.5039	145855.3398	146740.3057	287982.6543	262060.4922	303066.6250	3930.7188	2951.7645	0.0000	0.0000
sp|Q86UA1|PRP39_HUMAN	Q86UA1	PRP39_HUMAN	PRPF39	669	false	false	Homo sapiens	Pre-mRNA-processing factor 39	1:Experimental evidence at protein level	9.87	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	3645557	3645557	3645557	11K(304.2072), 1K(304.2072), 2C(57.0215), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			151966.4160	122969.5005	211705.3760	463716.9570	508182.8984	545024.2129	134928.3853	134152.4658	128467.2568	217066.4229	181883.9746	213664.8477	3712.9352	2789.2727	0.0000	0.0000
sp|Q86UE4|LYRIC_HUMAN	Q86UE4	LYRIC_HUMAN	MTDH	582	false	false	Homo sapiens	Protein LYRIC	1:Experimental evidence at protein level	40.21	1.0000	0.9990	0.00000000000000	24	24	24	37	37	37	24895304	24895304	24895304	10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 21K(304.2072), 2K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			673865.3320	475555.9001	776618.1904	543793.2505	555732.1377	533094.3718	3214503.6367	2625695.7344	3246759.6777	3163277.1523	2985694.2305	2952518.0664	77131.0767	41946.9331	0.0000	0.0000
sp|Q86UK7|ZN598_HUMAN	Q86UK7	ZN598_HUMAN	ZNF598	904	false	false	Homo sapiens	E3 ubiquitin-protein ligase ZNF598	1:Experimental evidence at protein level	8.19	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	5499374	5499374	5499374	10K(304.2072), 1C(57.0215), 1K(304.2072), 2K(304.2072), 6C(57.0215), 7C(57.0215), 7K(304.2072), 9K(304.2072), N-term(304.2072)			227860.3887	190877.6299	315838.9805	358473.6621	362049.3477	407952.8789	232102.7007	247837.9717	276754.0176	395165.4150	326855.1279	370358.3633	9674.8267	5339.7698	0.0000	0.0000
sp|Q86UL3|GPAT4_HUMAN	Q86UL3	GPAT4_HUMAN	GPAT4	456	false	false	Homo sapiens	Glycerol-3-phosphate acyltransferase 4	1:Experimental evidence at protein level	7.24	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2618219	2618219	2618219	10K(304.2072), 8K(304.2072), N-term(304.2072)			75232.8545	56718.5576	87846.2061	42590.2949	44513.3140	44748.1416	169965.1172	198366.0195	226775.9570	198478.8633	189886.9336	218505.2422	6511.3779	1338.6051	0.0000	0.0000
sp|Q86UL8|MAGI2_HUMAN	Q86UL8	MAGI2_HUMAN	MAGI2	1455	false	false	Homo sapiens	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2	1:Experimental evidence at protein level	10.03	1.0000	0.9990	0.00000000000000	14	13	14	15	14	15	4260505	4260505	4260505	10K(304.2072), 11K(304.2072), 13K(304.2072), 1K(304.2072), 2K(304.2072), 6M(15.9949), N-term(304.2072)			431293.6152	349183.6816	537743.2754	260719.0244	282172.5576	275200.8975	413539.3867	503972.2129	502088.6348	359473.6797	332473.0488	360817.1699	8219.2510	4946.3512	0.0000	0.0000
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	false	false	Homo sapiens	Kinectin	1:Experimental evidence at protein level	50.18	1.0000	0.9990	0.00000000000000	79	78	79	108	107	108	49817677	49817677	49817677	10K(304.2072), 10M(15.9949), 11K(304.2072), 12K(304.2072), 13C(57.0215), 13K(304.2072), 14K(304.2072), 14M(15.9949), 15K(304.2072), 17K(304.2072), 17M(15.9949), 18K(304.2072), 19K(304.2072), 1C(57.0215), 1K(304.2072), 2C(57.0215), 2K(304.2072), 2M(15.9949), 3K(304.2072), 3M(15.9949), 4C(57.0215), 4K(304.2072), 5K(304.2072), 5M(15.9949), 6K(304.2072), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			2856549.1201	1933398.4534	3756382.7812	1598192.5963	1854753.3662	1777288.0051	8081563.9346	8498109.4961	10536068.1338	10465034.9062	10258678.0879	8911692.2490	271928.4698	144242.0275	0.0000	0.0000
sp|Q86UR5|RIMS1_HUMAN	Q86UR5	RIMS1_HUMAN	RIMS1	1692	false	false	Homo sapiens	Regulating synaptic membrane exocytosis protein 1	1:Experimental evidence at protein level	4.20	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	1933429	1933429	1933429	11K(304.2072), 12K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			282590.3457	254210.0752	354014.1719	236401.3604	270735.3809	256027.4551	184398.5781	203972.2383	208278.9209	207659.9414	189330.5059	201681.7842	3250.8591	1874.6038	0.0000	0.0000
sp|Q86US8|EST1A_HUMAN	Q86US8	EST1A_HUMAN	SMG6	1419	false	false	Homo sapiens	Telomerase-binding protein EST1A	1:Experimental evidence at protein level	4.30	1.0000	0.9990	0.00000000000000	7	7	7	7	7	7	2331060	2331060	2331060	13K(304.2072), 1K(304.2072), 3M(15.9949), 7K(304.2072), 8K(304.2072), N-term(304.2072)			147604.0566	117771.6611	189390.6094	252921.5703	263266.6934	289629.5938	124356.4766	126011.1416	144175.8652	197728.7090	184644.6602	192380.2520	2834.6609	1272.5851	0.0000	0.0000
sp|Q86UT6|NLRX1_HUMAN	Q86UT6	NLRX1_HUMAN	NLRX1	975	false	false	Homo sapiens	NLR family member X1	1:Experimental evidence at protein level	6.26	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	1871005	1871005	1871005	11K(304.2072), 6M(15.9949), 8C(57.0215), N-term(304.2072)			81827.7041	70473.8818	107105.6836	68966.2676	79455.4111	73991.4326	171777.7793	189513.3555	239269.4336	223151.7441	228302.8398	193012.4844	5361.6128	1975.4954	0.0000	0.0000
sp|Q86UU1|PHLB1_HUMAN	Q86UU1	PHLB1_HUMAN	PHLDB1	1377	false	false	Homo sapiens	Pleckstrin homology-like domain family B member 1	1:Experimental evidence at protein level	14.38	1.0000	0.9990	0.00000000000000	20	20	20	22	22	22	5849762	5849762	5849762	10K(304.2072), 11K(304.2072), 12K(304.2072), 2K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			814348.5605	667329.3662	1043421.3418	651467.7998	772920.3125	757695.3750	718025.5117	820717.4668	883246.4277	849920.4453	786631.9805	913866.0645	22649.4159	15241.2427	0.0000	0.0000
sp|Q86UW6|N4BP2_HUMAN	Q86UW6	N4BP2_HUMAN	N4BP2	1770	false	false	Homo sapiens	NEDD4-binding protein 2	1:Experimental evidence at protein level	3.11	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	3171652	3171652	3171652	21K(304.2072), 2K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			205698.5508	168203.3711	262935.1504	328849.4912	355679.6191	363266.2031	152708.3037	176910.4258	175930.2676	271877.0391	226199.0674	294926.2441	5410.6013	4058.6346	0.0000	0.0000
sp|Q86UX6|ST32C_HUMAN	Q86UX6	ST32C_HUMAN	STK32C	486	false	false	Homo sapiens	Serine/threonine-protein kinase 32C	1:Experimental evidence at protein level	6.38	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	3592739	3592739	3592739	10K(304.2072), 3K(304.2072), N-term(304.2072)			68591.1738	56984.9980	80737.3438	84225.3906	87263.9766	86646.5508	54008.6602	68739.6934	61257.7383	63885.4434	56700.7324	71341.7852	0.0000	1089.9150	0.0000	0.0000
sp|Q86UY8|NT5D3_HUMAN	Q86UY8	NT5D3_HUMAN	NT5DC3	548	false	false	Homo sapiens	5'-nucleotidase domain-containing protein 3	1:Experimental evidence at protein level	9.85	1.0000	0.9990	0.00000000000000	6	6	6	7	7	7	4966827	4966827	4966827	12K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			258149.2090	204863.0776	339254.9678	186846.7021	185615.8794	187057.2148	455709.0332	493118.4336	557278.7500	351266.5742	331636.4902	327067.8066	5839.2920	4768.9369	0.0000	0.0000
sp|Q86V21|AACS_HUMAN	Q86V21	AACS_HUMAN	AACS	672	false	false	Homo sapiens	Acetoacetyl-CoA synthetase	1:Experimental evidence at protein level	3.72	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1890407	1890407	1890407	7K(304.2072), N-term(304.2072)			70723.0840	65474.0430	95556.0273	109094.7773	117426.5547	122760.9961	41000.7695	48223.5195	50653.2422	43578.9590	35385.2256	48259.0645	0.0000	0.0000	0.0000	0.0000
sp|Q86V81|THOC4_HUMAN	Q86V81	THOC4_HUMAN	ALYREF	257	false	false	Homo sapiens	THO complex subunit 4	1:Experimental evidence at protein level	35.80	1.0000	0.9990	0.00000000000000	8	8	8	12	12	12	24486647	24486647	24486647	10K(304.2072), 12M(15.9949), 13K(304.2072), 1K(304.2072), 3K(304.2072), 4M(15.9949), 6M(15.9949), N-term(304.2072), N-term(42.0106)			385476.5059	339316.5723	624596.5078	419035.0684	406262.1045	357026.2217	408176.9697	391940.4072	419453.9258	433258.0098	390788.4082	400530.0361	11902.8240	1602.5548	0.0000	0.0000
sp|Q86V97|KBTB6_HUMAN	Q86V97	KBTB6_HUMAN	KBTBD6	674	false	false	Homo sapiens	Kelch repeat and BTB domain-containing protein 6	1:Experimental evidence at protein level	15.88	1.0000	0.9990	0.00000000000000	12	6	12	13	6	13	7924115	2846536	7924115	10K(304.2072), 11K(304.2072), 12M(15.9949), 13K(304.2072), 2C(57.0215), 2K(304.2072), 2M(15.9949), 4C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			259276.0576	201878.9546	346804.8789	553763.5586	585233.2598	596425.4180	208279.0347	224250.0254	229101.8838	371642.0391	319014.0137	409167.6074	8824.8000	5945.1194	0.0000	0.0000
sp|Q86VH4|LRRT4_HUMAN	Q86VH4	LRRT4_HUMAN	LRRTM4	590	false	false	Homo sapiens	Leucine-rich repeat transmembrane neuronal protein 4	2:Experimental evidence at transcript level	8.14	1.0000	0.9990	0.00000000000000	5	3	5	5	3	5	23772381	7394429	23772381	10K(304.2072), 13K(304.2072), 2K(304.2072), 4M(15.9949), 6C(57.0215), 7K(304.2072), 8K(304.2072), N-term(304.2072)			100352.8916	72632.7915	137163.0537	86092.6475	93491.3789	90146.9707	269282.1924	308406.1992	341856.6934	374234.7559	357928.0840	362697.3945	15494.0702	9155.7627	0.0000	0.0000
sp|Q86VM9|ZCH18_HUMAN	Q86VM9	ZCH18_HUMAN	ZC3H18	953	false	false	Homo sapiens	Zinc finger CCCH domain-containing protein 18	1:Experimental evidence at protein level	18.68	1.0000	0.9990	0.00000000000000	19	19	19	20	20	20	10548053	10548053	10548053	10K(304.2072), 13K(304.2072), 1K(304.2072), 25K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			683287.9102	567897.2988	908389.9609	667468.9980	624341.2725	772132.9277	730216.2871	819554.2441	932892.5664	859525.5430	777847.2383	839369.3184	17225.7715	5168.5570	0.0000	0.0000
sp|Q86VN1|VPS36_HUMAN	Q86VN1	VPS36_HUMAN	VPS36	386	false	false	Homo sapiens	Vacuolar protein-sorting-associated protein 36	1:Experimental evidence at protein level	9.07	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	1752990	1752990	1752990	10K(304.2072), 7K(304.2072), N-term(304.2072)			94215.3438	78211.8086	122184.2461	155465.8418	170423.7500	159010.1289	78721.6758	87018.8008	87715.0859	92032.2480	81490.5820	92403.7246	6035.1516	0.0000	0.0000	0.0000
sp|Q86VP1|TAXB1_HUMAN	Q86VP1	TAXB1_HUMAN	TAX1BP1	789	false	false	Homo sapiens	Tax1-binding protein 1	1:Experimental evidence at protein level	14.20	1.0000	0.9990	0.00000000000000	13	12	13	14	13	14	3714535	3291104	3714535	1C(57.0215), 1K(304.2072), 2K(304.2072), 2M(15.9949), 4C(57.0215), 4K(304.2072), 5C(57.0215), 5K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			361532.5508	291105.3218	481591.4795	358141.8936	366411.7793	368024.0166	409419.9902	473045.2754	558781.5117	648321.4863	582681.7832	694618.4580	23025.0254	5051.0564	0.0000	0.0000
